era,era_url,poet,poet_url,descr,genre_count,beat_count,poems_count,long_descr,quote
العصر الحديث-الإمارات,https://www.aldiwan.net/cat-poets-uae,محمد بن حمود الشحي,https://www.aldiwan.net/cat-poet-mohammed-bin-hamoud-al-shehhi,محمد بن حمود بن محمد الشحي.ولد في محافظة مسندم (عمان) في القرن الرابع عشر الهجري وتوفي فيها.عاش في عمان ودبي.تلقى,من: 10,"البسيط: 1,الرمل: 1,الطويل: 3,الكامل: 4,الوافر: 1",10," محمد بن حمود بن محمد الشحي.
ولد في محافظة مسندم (عمان) في القرن الرابع عشر الهجري وتوفي فيها.
عاش في عمان ودبي.
تلقى علوم اللغة على الشيخ علي بن محمد الشحي.
تولى القضاء ببخاء إحدى ولايات محافظة مسندم.
الإنتاج الشعري:
- له قصائد متعددة وردت في بعض مصادر ترجمته.
شعره قليل، مدح الشيوخ والعلماء، كما نظم في رثاء شيخه علي بن محمد الشحي، وارتبط شعره بالمناسبات المختلفة، تقوم قصائده على وحدة البيت والإفادة من
أساليب البديع في غير إسراف مع لغة سلسة.
شوق وحنين
مصادر الدراسة:
1 - فالح حنظل: الشحوح وتاريخ منطقة رؤوس الجبال في الخليج العربي - 1987 (د.م).
2 - مجموعة مؤلفين: مسندم عبر التاريخ (حصاد الندوة التي أقامها المنتدى الأدبي بمحافظة مسندم خلال 16 و 17 أكتوبر 2000) - مطبعة الفردوس - صحار - (عمان) 2002.","وأهل الهوى واللهو في كلّ محفلٍ***ترى الجهل منهم في ارتكاب المناكر, ولا ناهياً عن منكر ورذالةٍ***كما البهم تمشي حافراً بعد حافر"
العصر الحديث-الإمارات,https://www.aldiwan.net/cat-poets-uae,محمد بن صالح المنتفقي,https://www.aldiwan.net/cat-poet-mohammed-bin-saleh-almentfiqi,الشيخ محمد بن صالح المنتفقي. عالم زاهد. وصف أنه لم ينظر إلى زخارف الدنيا، كان يطلب رزقه يوماً بيوم أصله,من: 6,"البسيط: 1,الطويل: 1,الكامل: 2,الوافر: 2",6, الشيخ محمد بن صالح المنتفقي. عالم زاهد. وصف أنه لم ينظر إلى زخارف الدنيا، كان يطلب رزقه يوماً بيوم أصله من منتفق إحدى قرى البصرة. سكن الصير بعد أن خرج من البصرة، وجاء إلى عمان في مستهل القرن الثاني الهجري كما يقول صاحب القول المحكم في وصف محافظة مسندم، وهذا غير معقول لأنه رثا الإمام قيد الأرض الذي كان في القرن الحادي عشر للهجرة ببخاء، ولم يمكث فيها إلا قليلاً ثم انتقل وسكن كمزار وله قصيدة طويله في رثاء الإمام قيد الأرض. كانت وفاته في القرن الثاني عشر الهجري في قرية كمزار ولما حضرته الوفاة خاطب تلميذه الكبير عبد الواحد الزرافي بقوله: ستبكيني وإن وصيت أني = إذا ما مت لا يبكيني باكي ومن أجل تخليد اسمه أطلق على مدرسة كمزار (مدرسة محمد بن صالح المنتفقي).,"دعهم وسر مُعرضا عنهم فإنهمُ***للعرض مقذرةٌ بل للعيون قَذَى, لو يسمحوا لي بكوني خادماً لهمُ***كانوا همُ الرجل إجلالاً وكنتُ حِذا"
العصر الحديث-الإمارات,https://www.aldiwan.net/cat-poets-uae,هدى السعدي,https://www.aldiwan.net/cat-poet-houda-saadi,شاعرة وكاتبة صحفية إماراتية من مواليد أبو ظبي . حاصلة على بكالريوس أداب قسم اللغة العربية وعلومها * شاركت في,من: 3,,3," شاعرة وكاتبة صحفية إماراتية من مواليد أبو ظبي . حاصلة على بكالريوس أداب قسم اللغة العربية وعلومها * شاركت في العديد من الأمسيات الشعرية والفعاليات الثقافية .
في القاهرة وتونس وابو ظبي ودبي وغيرها
لها نشاط صحفي متنوع عبر جريدة الاتحاد عمود خاص اسبوعي
بعنوان (ومضة ) وعمود مشترك بعنوان (إشراقات) عبر","يا أيها الحلم الذي ادمنته***حتى تعشق في نسيج عظامي, فسرى الضياءُ على سواد ضفيرتي***واغتال احلام الشبابِ أمامي"
العصر الحديث-الإمارات,https://www.aldiwan.net/cat-poets-uae,يوسف بن رويسم,https://www.aldiwan.net/cat-poet-yousef-bin-ruizm,يوسف بن رويسم. شاعر من الإمارات، من قبيلة,من: 1,الكامل: 1,1, يوسف بن رويسم. شاعر من الإمارات، من قبيلة الشحوح.,"فهم المحب جميع ما قد ضمّه***من نثر درٍّ فائق زاكٍ جلي, فحمدت ربّ الناس حين قرأته***ورقصت من طرب بدا بتهلل"
العصر الحديث-البحرين,https://www.aldiwan.net/cat-poets-bahrain,إبراهيم بن محمد الخليفة,https://www.aldiwan.net/cat-poet-Ibrahim-Al-Khalifa,إبراهيم بن محمد بن خليفة آل خليفة. شيخ الأدباء في البحرين، كان والده الشيخ محمد ابن خليفة الحاكم الرابع للبحرين،,"حزينه: 1,حكمة: 11,رومنسيه: 16,صبر: 2,غزل: 1,فراق: 1,قصيره: 6,مدح: 4,نصيحة: 2,هجاء: 1,وطنيه: 1","البسيط: 1,الخفيف: 3,الرمل: 2,الطويل: 30,الكامل: 3,الوافر: 5,مجزوء: 1",46, إبراهيم بن محمد بن خليفة آل خليفة. شيخ الأدباء في البحرين، كان والده الشيخ محمد ابن خليفة الحاكم الرابع للبحرين، كان أسبق رواد النهضة في البحرين وراعي حركتها الأدبية والثقافية، وأحد رجال الإصلاح والتجديد الذين كانت لهم ريادة خاصة في تأسيس التعليم الحديث الذي سبقت به البحرين شقيقاتها في الخليج العربي وحتى بعض الأقطار العربية مشرقاً ومغرباً. كان شاعراً أديباً، مثقفاً واسع الإدراك شاد جسوراً متينة من الصلات مع قطاع كبير من المثقفين في عصره على امتداد الساحة العربية، وجعل من مجلسه في المحرق نقطة إشعاع لجيل أو أكثر من مثقفي البحرين، وتحول مجلسه إلى أول مدرسة وأول منتدى إشعاعي للعلم والمعرفة. عاش الشيخ إبراهيم في فترة خصبة بالعطاء وترك وراءه مجموعة كبيرة من الشعر والرسائل والتلاميذ الذين ساروا على نهجه.,"الشِّعرُ يحرقُ في الأدغالِ رَونَقَهُ***وَ يَلْبَسُ المَوتَ لا أقراطَ كُتَّابِ !, و شاعِرُ الوردِ في الأدغالِ تلْبَسُهُ***رُوحُ الطرازانِ في زَهوٍ و إعجابِ"
العصر الحديث-البحرين,https://www.aldiwan.net/cat-poets-bahrain,عبد الرحمن راشد الزياني,https://www.aldiwan.net/cat-poet-abdullrahman-rashid-al-zayani,عبد الرحمن راشد خميس الزياني، شاعر بحريني، ولد في مدينة المحرق سنة عام 1909. ولد في كنف عائلة ميسورة تعمل,"حزينه: 1,رومنسيه: 5,شوق: 1,صبر: 1,عامه: 11,عتاب: 3,غزل: 1,مدح: 1",,24," عبد الرحمن راشد خميس الزياني، شاعر بحريني، ولد في مدينة المحرق سنة عام 1909.
ولد في كنف عائلة ميسورة تعمل في التجارة وصيد اللؤلؤ والملاحة في الخليج ،
وعرفت في البحرين ومنطقة الخليج بحسن تقبلها وتأقلمها مع مظاهر العصر الحديث في بدايات القرن .
ولها تواجد في الكثير من البلاد العربية . أما والدة الشاعر فمن الكويت ، من بني قحطان .
تربى الشاعر تربية دينية صارمة في منزل العائلة الكبير بالمحرق ، وعاش في كنف والده الذي يعمل (طواشاً) في تجارة اللؤلؤ ،
وكان من أكبر وأشهر التجار المتعاملين في شراء وبيع اللؤلؤ بين المنطقة والهند ، ويعد خبيراً في فرز وتثمين اللؤلؤ الطبيعي .
تلقى دروسه الأولى في الكتّاب ، وبعد أن حفظ القرآن الكريم عام 1917 على يد الشيخ محمد الزياني التحق بمدرسة الحاج
علي بن إبراهيم الزياني الأهلية ، وهي ذاتها التي قدمها الحاج علي لتكون المقر المؤقت لمدرسة الهداية الخيرية الخليفية عام 1919.
عند تأسيس مدرسة الهداية الخليفية في مقرها المؤقت التحق الشاعر بها لإكمال دروسه الابتدائية ،
وتتلمذ فيها على يد الشيخ حافظ وهبة مدير المدرسة والشيخ عبد العزيز العتيقي والشيخ محمد صولان اليماني .
ومن زملائه الطلاب في هذه الفترة ؛ أحمد العمران وعبد الرحمن المعاودة ، وعبد الرحيم رزبة وعبد العزيز الشملان
وهو في الخامسة عشرة لازم جده الضرير الشيخ الأستاذ خميس بن راشد الزياني ، الذي كان أحد ربابنة البحر المتمرسين ،
ومن معلمي فنون الإبحار والاهتداء بالنجوم والمهتمين بالفلك والتاريخ وعلوم الدين ، وواحد ممن استعان بهم مؤلف ( التحفة النبهانية )
كمرجع لتاريخ البحرين . وكان مجلسه اليومي المشهور في مدينة المحرق ملتقى المهتمين بالفكر وطلاب العلم والمشورة ،
وكان الصبي بما عرف عنه من ذكاء وحب إطلاع وحسن أداء في القراءة ، يقرأ للجد في ما يختاره للحضور من كتب بصوت جهور ،
ويقوم الجد الشيخ بشرح ما خفي وغمض على جلسائه ، أو التعليق عليه والتحاور والمناقشة معهم حوله .
وكانت مكتبة الشيخ خميس عامرة بالكتب والمراجع الدينية والتاريخية والشعرية والسير الشعبية .
وقد ساهمت كتب التراث العربي هذه في التأسيس لثقافة الشاعر وفي صقل موهبته الشعرية .
بعد أن أنهى تعليمه الابتدائي عام 1924 التحق بالعمل مع والده في تجارة اللؤلؤ . وبعد الكساد العالمي المعروف للؤلؤ الطبيعي
التحق عام 1934 موظفاً ببلدية المحرق ، واستمر في هذا العمل لتسع سنوات ثم ترك الوظيفة ليعمل مع والده الذي افتتح متجراً لبيع
الأخشاب والمواد التموينية .
تزوج الشاعر عام 1940 من إحدى كريمات عائلة المناعي بالبحرين ، وأنجب منها أربعة أولاد وست بنات ، حرص الشاعر على
تربيتهم وتعليمهم تعليماً عالياً .
في عام 1962 توفيت والدته وهو خارج البلاد ، فترك ذلك أثراً كبيراً في حياة الشاعر حيث تفجرت طاقته الشعرية بقصيدة رثاء لأمه ،
ثم انثالت عليه بقية القصائد في السنوات التالية ، فأنشد قصائد بالفصحى في شتى الأغراض ، عدا قصائد قليلة كتبها لتغنى بالعامية مما
سيجده القاريء في هذا الديوان . وفي عام 1974 توفي والده . وفي أواخر عام 1963 اشترك مع شقيقه السيد صالح راشد الزياني
في تأسيس ورشة للنجارة في منطقة الخميس بالمنامة ، وتولى إدارتها حتى توقفت عن العمل عام 1982.
الذين عاصروا الشاعر منذ طفولته يصفونه بالذكاء والفطنة وبأنه يتمتع بذاكرة حفظ قوية . وفي داخله إنسان مرح فكه ،
لكنه هاديء الطباع ، خجول ، كتوم ، قليل الاختلاط بالناس ، كثير التدخين ، مما أثر على رئته واضطره إلى العلاج في الهند وألمانيا .
لم يحاول الشاعر نشر نتاجه في حياته عدا قصيدة واحدة نشرتها جريدة الأضواء البحرينية في إحدى مناسبات العيد الوطني
المجيد لدولة البحرين .
وكان الشاعر كما يقال يخشى النقد الذي قد يأتي لقصائده في غير محله ، وقد أجرت معه جريدة أخبار الخليج مقابله يتيمة في
عددها الصادر يوم 9/ 6/ 1977 قال فيها :
لا أريد الشهرة ، وأستحي أن يقال لي هذا شاعر ، وأنا أحب أن أحتفظ بقصائدي لي وأعيش مجهولاً .
وأمنيتي أن تطبع كل قصائدي في ديوان ، لأن الناس لا تحترم الشاعر
إلا بعد موته ، وأعتقد بأن أولادي سينفذون وصيتي هذه بعد موتي .
في عام 1981 مرض الشاعر ، .
وظل لست سنوات متعباً في البيت يعاني من ضيق التنفس إلى أن توفاه الله بالمحرق عام 1987 م.","الشِّعرُ يحرقُ في الأدغالِ رَونَقَهُ***وَ يَلْبَسُ المَوتَ لا أقراطَ كُتَّابِ !, و شاعِرُ الوردِ في الأدغالِ تلْبَسُهُ***رُوحُ الطرازانِ في زَهوٍ و إعجابِ"
العصر الحديث-الجزائر,https://www.aldiwan.net/cat-poets-algeria,جلواح,https://www.aldiwan.net/cat-poet-mubarak-jalwah,مبارك بن محمد جلواح. ولد بقلعة بني عباس قرب أقبو بولاية سطيف، وشنأ في بيئة متدينة محافظة، قرأ القرآن على,عامه: 2,,2," مبارك بن محمد جلواح. ولد بقلعة بني عباس قرب أقبو بولاية سطيف، وشنأ في بيئة متدينة محافظة، قرأ القرآن على والده، لكن ما أثر به ثقافياً فعلاً كان في فترة شبابه أثناء الخدمة العسكرية حيث تعلم على يد أحد الضباط المغاربة، وفي الثلاثينات اتصل بالشيخ عبد الحميد بن باديس وتأثر بأفكاره وآرائه الإصلاحية.
كان يسافر من وقت لآخر إلى فرنسا .
مات منتحراً.","وإذا الموت من المرء دنا***خار منه كل ما ليس يخور, إنما القوى كالناس لها***أجل يمضي فيعروها الدثور"
العصر الحديث-الجزائر,https://www.aldiwan.net/cat-poets-algeria,سهام آل براهمي,https://www.aldiwan.net/cat-sihem-brahmi,سهام محمد علي الطاهر جزائرية الجنسية من مدينة تبسة في المنطقة,"دينية: 3,عامه: 4,مدح: 1,وطنيه: 1","البسيط: 1,الخبب: 1,الخفيف: 1,الكامل: 2,المنسرح: 1,الهزج: 1,الوافر: 1,مجزوء: 1",9, سهام محمد علي الطاهر جزائرية الجنسية من مدينة تبسة في المنطقة الشرقية,"مالي وللدُّنْيَا وهْيَ بَحْرُ هَوَى***فِي حُضْنِهَا نَامَ مُــولــعٌ يَعْـيَـــــــا, أَمْعَنْتُ فِيهَا بَصِــيــرَتِي فَبِـهَا***أَيْقَنْتُ أَنَّ المُنَى ارْتَقَتْ وَحْــــيَــــا"
العصر الحديث-الجزائر,https://www.aldiwan.net/cat-poets-algeria,عبد القادر الجزائري,https://www.aldiwan.net/cat-poet-Abdelkader-El-Djezairi,عبد القادر بن محيي الدين بن مصطفى الحسني الجزائري. أمير، مجاهد، من العلماء الشعراء البسلاء. ولد في القيطنة (من قرى,"حزينه: 11,دينية: 3,رومنسيه: 7,شوق: 6,عامه: 2,عتاب: 8,غزل: 4,فراق: 1,قصيره: 20,مدح: 20","البسيط: 12,الرمل: 3,الطويل: 42,الكامل: 11,المتقارب: 2,الوافر: 8,مجزوء: 4",82, عبد القادر بن محيي الدين بن مصطفى الحسني الجزائري. أمير، مجاهد، من العلماء الشعراء البسلاء. ولد في القيطنة (من قرى إيالة وهران بالجزائر) وتعلم في وهران. وحج مع أبيه سنة 1241هـ، فزار المدينة ودمشق وبغداد. ولما دخل الفرنسيس بلاد الجزائر (سنة 1246هـ - 1843م) بايعه الجزائريون وولوه القيام بأمر الجهاد، فنهض بهم، وقاتل الفرنسيس خمسة عشر عاماً، ضرب في أثنائها نقوداً سماها (المحمدية) وأنشأ معامل للأسلحة والأدوات الحربية وملابس الجند. وكان في معاركه يتقدم جيشه ببسالة عجيبة. وأخباره مع الفرنسيين في احتلالهم الجزائر، كثيرة، لا مجال هنا لاستقصائها. ولما هادنهم سلطان المغرب الأقصى عبد الرحمن بن هشام، ضعف أمر عبد القادر، فاشترط شروطاً للاستسلام رضى بها الفرنسيون، واستسلم سنة 1263هـ (1847م) فنفوه إلى طولون، ومنها إلى أنبواز حيث أقام نيفاً وأربع سنين. وزارة نابليون الثالث فسرحه، مشترطاً أن لا يعود إلى الجزائر. ورتب له مبلغاً من المال يأخذه كل عام. فزار باريس والأستانة، واستقر في دمشق سنة 1271هـ، وتوفى فيها. من آثاره العلمية (ذكرى العاقل - ط) رسالة في العلوم والأخلاق، و (ديوان شعره - ط) و (المواقف - ط) ثلاثة أجزاء في التصوف.,"وإذا الموت من المرء دنا***خار منه كل ما ليس يخور, إنما القوى كالناس لها***أجل يمضي فيعروها الدثور"
العصر الحديث-الجزائر,https://www.aldiwan.net/cat-poets-algeria,محمد العيد آل خليفة,https://www.aldiwan.net/cat-poet-mohammed-al-eid-alkhalifa,محمد العيد آل خليفة أديب وشاعر جزائري. ولد سنة 1904م،في بلدية عين البيضاء بولاية أم البواقي. وسط عائلة دينية محافظة,"دينية: 2,رثاء: 10,عامه: 55,عتاب: 1,قصيره: 13,مدح: 4,نصيحة: 3,وطنيه: 3",,91," محمد العيد آل خليفة أديب وشاعر جزائري. ولد سنة 1904م،في بلدية عين البيضاء بولاية أم البواقي. وسط عائلة دينية محافظة متصوفة تنتمي إلى الطريقة التجانية تنحدر أصلا من بلدة كوينين من ولاية واد سوف. انتقل مع أسرته إلى مدينة بسكرة ليكمل بها حفظ القرآن الكريم ويجلس في دروس الشيخ علي بن إبراهيم العقبي إلى سنة 1921م، حين ألزم الشيخ سيدي العيد الثاني والده بإرساله إلى جامع الزيتونة للدراسة بعد أن كان ينتدبه للعمل معه في التجارة، وهذا مما جعل الشاعر محمد العيد يعطي المقام حقه، فقد رثا صاحب نعمته حين وافاه الأجل ببسكرة، انتسب محمد العيد إلى جامع الزيتونة، وأصبح طالبا في الطبقة الثالثة (سبع طبقات) وبعد سنتين توقف عن الدراسة بتونس لأسباب صحية ليعود إلى بسكرة ويكمل مشواره العلمي على يد علمائها ومشايخها منهم الشيخ المختار اليعلاوي أرطبار في دروسه الليلية بالمسجد العتيق ليدرس عنه الفقه والحساب والفلك... وفي سنة 1927م انتدبته جمعية الشبيبة الإسلامية بالجزائر العاصمة معلما بمدرستها فمكث بها معلما لمدة ثلاث سنوات ثم مديرا لها خلفا للشاعر محمد الهادي السنوسي إلى غاية 1941م ليعود إلى بسكرة فمكث بها عدة أشهر ثم انتقل إلى باتنة. واصل محمد العيد رسالته في التغني بالحرية والتبشير بالنصر والاستقلال والدعوة إلى دعم الثورة، فألف قصيدة من جبالنا طلع صوت الأحرار، ليجد نفسه وجها لوجه أمام آلة الاحتلال، فقد دعاه قاضي التحقيق للتصديق على مناشير تندد بالثورة تحت طائل التهديد بالسجن، فرفض رفضا قاطعا، وهكذا أوقف عن العمل بمدرسة العرفان ثم أغلقت المدرسة نفسها وحولت إلى ملحقة لثكنة عسكرية، فواصل نشاطه النضالي بالمسجد والساحات، ليؤخذ في شهر جوان 1955م مكبلا إلى سجن المدينة ثم إلى سجن الكدية بقسنطينة وبعد 14 يوما قدم للمحكمة بتهمة التحريض ضد السلطة والدعوة للثورة ومساندتها.
وبعد إطلاق سراحه عاود نشاطه من جديد إلى آخر السنة حيث اقتحموا عليه منزله بتهمة التحريض على إعدام المستوطن الفرنسي «جوليان» لتفرض عليه الإقامة الجبرية بمنزله ببسكرة تحت الحراسة المشددة، فظل حبيس جدران بيته طوال أيام الثورة. أما بعد الاستقلال فقد لازم الاعتكاف ببيته متعبدا ذاكرا زاهدا في الدنيا قليل المشاركة في النشاطات العامة والخاصة، فكان يقضي نصف السنة ببسكرة ونصفها الآخر بباتنة حتى توفي بمستشفى مدينة باتنة يوم الأربعاء 07 رمضان 1399هـ الموافق لـ 31 جويلية 1979م، ونقل جثمانه إلى بسكرة حيث دفن بمقبرة (العزيلات) بعد يومين من وفاته.","مالي وللدُّنْيَا وهْيَ بَحْرُ هَوَى***فِي حُضْنِهَا نَامَ مُــولــعٌ يَعْـيَـــــــا, أَمْعَنْتُ فِيهَا بَصِــيــرَتِي فَبِـهَا***أَيْقَنْتُ أَنَّ المُنَى ارْتَقَتْ وَحْــــيَــــا"
العصر الحديث-الجزائر,https://www.aldiwan.net/cat-poets-algeria,مفدي زكرياء,https://www.aldiwan.net/cat-poet-Mufdi-Zakaria,مفدي زكرياء بن سليمان صالح. من مواليد 1908م شاعر الثورة الجزائرية ومؤلف النشيد الوطني الجزائري ولد في بلدة بني يزفن,"رومنسيه: 1,عامه: 6,غزل: 2,مدح: 2,وطنيه: 6","البسيط: 1,الرمل: 1,الطويل: 1",17," مفدي زكرياء بن سليمان صالح. من مواليد 1908م شاعر الثورة الجزائرية ومؤلف النشيد الوطني الجزائري ولد في بلدة بني يزفن (جنوبي الجزائر)، وتوفي في تونس. سنة 1977م.
عاش في الجزائر وتونس والمغرب، وزار القاهرة ودمشق وبيروت والكويت وقطر وطرابلس.
تلقى تعليمه الأولي في مسقط رأسه، ثم مدرسة السلام القرآنية التي مكث بها عامين محرزًا شهادتها الابتدائية، لينتقل بعدها إلى المدرسة الخلدونية التي
تلقى فيها الحساب والهندسة والجغرافيا والتاريخ، ثم التحق بجامع الزيتونة، فأخذ قسطًا من علوم اللغة والأدب، وهناك تكونت شخصيته الثقافية والسياسية؛ عززها التقاؤها بالكثير من العلماء والمثقفين في ذلك العهد.
عمل في الصحافة؛ حيث رأس تحرير مجلة الحياة عام 1933، وحرر في جريدتي البرلمان والشعب الجزائريتين 1937، ثم في إذاعة تونس، ومارس عدة أعمال - بعد استقلال الجزائر - منها التجارة والترجمة والتعليم الحرّ.
كان أمينًا عامًا لحزب نجمة أفريقيا الشمالية منذ عام 1936، ثم أمينًا عامًا لحزب الشعب الجزائري، وانضم إلى الشبيبة الدستورية وجبهة التحرير الوطني في تونس، وكان متعاطفًا مع جمعية العلماء المسلمين الجزائريين التي أسسها ابن باديس 1931.
وكان الناطق الرسمي للحركة الثورية في الأربعينيات، وقد كلفه ذلك السجن لخمس مرات ما بين 1937 و1959، وكان ممن دعوا إلى وحدة أقطار المغرب العربي.
الإنتاج الشعري:
- له ثلاثة دواوين: «اللهب المقدس» - منشورات المكتب التجاري - بيروت 1961، (يضم شعره الثوري من 1953 إلى 1961) - للديوان (ط2) - الجزائر 1983 - و(ط 3) - الجزائر 2000 و(ط4) - موفم للنشر والتوزيع - الجزائر 2006 - كما نشرته الهيئة المصرية لقصور الثقافة 2002، و«تحت ظلال الزيتون» - تونس 1965، و«من وحي الأطلس» - مطبعة الأنباء - الرباط 1976، وله «إلياذة الجزائر» - وزارة التعليم الأصلي والشؤون الدينية - الجزائر 1973، (وهي مطولة ملحمية الطابع في ألف بيت وبيت ولها طبعة ثانية - الجزائر 1987 بمقدمة لمولود قاسم نايت بلقاسم)، وأورد له كتاب: «الشعر الجزائري الحديث، اتجاهاته وخصائصه الفنية» عددًا من القصائد والنماذج الشعرية، وجمع الدكتور محمد ناصر في كتابه عن المترجَم له مجموعة من أشعاره المجهولة السابقة زمنيًا على ما نشر من شعره 1953 وما بعدها، وأعيدت طباعة كافة آثاره الإبداعية وطبعت دراسات وأبحاث عنه في الذكرى الخامسة والعشرين لوفاته، وفي بعض المناسبات الوطنية.
كتب كلمات النشيد الوطني الجزائري وكلمات معظم الأناشيد الوطنية فيها مثل: نشيد التحرير الوطني، نشيد الشهداء، نشيد الانطلاقة الأولى.","مالي وللدُّنْيَا وهْيَ بَحْرُ هَوَى***فِي حُضْنِهَا نَامَ مُــولــعٌ يَعْـيَـــــــا, أَمْعَنْتُ فِيهَا بَصِــيــرَتِي فَبِـهَا***أَيْقَنْتُ أَنَّ المُنَى ارْتَقَتْ وَحْــــيَــــا"
العصر الحديث-السعودية,https://www.aldiwan.net/cat-poets-saudi-arabia,أحمد اللهيب,https://www.aldiwan.net/cat-poet-ahmad-alheb,أحمد بن سليمان اللهيب من مواليد مدينة بريدة في منطقة القصيم 1971 صدرت له مجموعة شعـرية بعنوان ( النبع الحزين,من: 1,,1," أحمد بن سليمان اللهيب من مواليد مدينة بريدة في منطقة القصيم 1971 صدرت له مجموعة شعـرية بعنوان ( النبع الحزين ) من منشورات نادي القصيم الأدبي 1424هـ.
صدر له كتاب (صورة المـرأة في شعر غازي القصيبي) من منشورات المكتبة التراثية في الرياض 2003م.
نشر عددا من القصائد في الصحف والمجلات : الجيل، الرياض، الجزيرة، الحياة، الرافد الإمارتية.
نشر عدداً من المقالات الأدبية في الصحف والمجلات مثل: الجزيرة، الجيل، المجلة العربية.",متعي قلبيَ الحزينَ بوهمٍ***إنّ سرّ الحياة وهمٌ، وكانا
العصر الحديث-السعودية,https://www.aldiwan.net/cat-poets-saudi-arabia,أحمد سالم باعطب,https://www.aldiwan.net/cat-poet-ahmed-baotob,أحمد سالم سعيد باعطب شاعر وكاتب وأديب سعودي ،ولد في المكلا بحضرموت سنة 1936م.يعد أحد أهم الشعراء المعاصرين ،شاعراً متمكناً،,"رومنسيه: 3,عامه: 110,مدح: 1,وطنيه: 2",,116," أحمد سالم سعيد باعطب شاعر وكاتب وأديب سعودي ،ولد في المكلا بحضرموت سنة 1936م.
يعد أحد أهم الشعراء المعاصرين ،شاعراً متمكناً، صاحب لغة صافية وقافية موزونة، ومشاهد اجتماعية واقعية،
وصور أدبية بليغة، وتعابير جزلة رقيقة، وحكم وأمثال مشهودة.
كما كانت المرأة أحد أبرز الموضوعات التي تطرق لها في شعره. حصل باعطب على بكالوريوس
في الاقتصاد والعلوم السياسية من جامعة الملك سعود عام 1386هـ مع مرتبة الشرف،
وعمل بعد ذلك مدرساً بالمرحلة الابتدائية ثم التحق بالخطوط الجوية العربية السعودية على وظيفة
مدقق حسابات، ومنها انتقل إلى مؤسسة النقد العربي السعودي حتى أحيل إلى التقاعد عام 1409هـ.
حاز على جائزتين في الشعر، جاءت الأولى من نادي الطائف والأخرى من نادي أبها الأدبي.
حصل باعطب على الجائزة الثانية من نادي الطائف الثقافي 1400هـ، وفي الملتقى الأدبى بأبها 1407هـ.
أعماله:
له ثلاثة عشر مؤلفاً ما بين الشعر والنثر والدراسات، وأصدر خمسة أعمال شعرية هي: (الروض الملتهب) و(قلب على الرصيف) و(عيون تعشق السهر)
الصادر عن دار الأصفهاني للطباعة والنشر، و(أسراب الطيور المهاجرة) الصادر عن دار البلاد للطباعة والنشر سنة 1998 و(رباعيات مخضبة)،
وله ديوان شعري مخطوط بعنوان: (عندما تتعرى الأيام) الصادر عن نادي الطائف الأدبي سنة 2001، إلى جانب كتابه عن الأديب عبد العزيز الرفاعي
(عبد العزيز الرفاعي : صور ومواقف)، وللشاعر باعطب ولع واهتمام كبير بالأوزان وعلم العروض وله مخطوطة في هذا العلم تحمل عنوان (رحلة في رياض الشعر والعروض).
من أعماله الأخرى:
ملك وشعب وطموح، النادي الأدبي الثقافي، جدة، 2001.
الملك عبد العزيز ومقومات القيادة.الوطن ولاء وانتماء، نادي جازان الأدبي، جازان، 2001.
اليوم الوطني سجل صفحاته من نور.رباعيات مخضبة، النادي الأدبي، حائل، 1998.الإثنينية، 1983.
توفي سنة 2010م.","والعلم يرفع بيتاً كان منخفضاً***والجهل يجحفظه لو كان ما كانا, وأرفع الناس أهل العلم منزلة***وأوضع الناس من قد كان حيرانا, لا يهتدي لطريق الحق من عمه***بل كان بالجهل ممن نال خسرانا"
العصر الحديث-السعودية,https://www.aldiwan.net/cat-poets-saudi-arabia,ابن بشير الإحسائي,https://www.aldiwan.net/cat-poet-ibn-bashir-alahsaia,حمد بن راشد بن بشيّر الإحسائي المالكي.وزير، من الشعراء الكتاب، ولي الوزارة لثلاثة من أصحاب الأحساء، مولده ونشأته فيها، رحل,من: 4,"البسيط: 2,الطويل: 1,الوافر: 1",4, حمد بن راشد بن بشيّر الإحسائي المالكي.وزير، من الشعراء الكتاب، ولي الوزارة لثلاثة من أصحاب الأحساء، مولده ونشأته فيها، رحل رحلة واسعة، تنقل فيها في ممالك الفرنج، فتعلم هناك صنايع عديدة، وعاد منها إلى العراق وحظي عند ملوكها وهو في سن الشباب، ثم عاد إلى الأحساء، ولما استولى سعود عليها سنة 1210هـ كان فيمن أخذهم معه إلى الدرعية من أعيانها، وولي كتابة الرسائل وكان في الوفد الذي أرسله إلى إمام صنعاء سنة 1222هـ، له (رسالة في مسألة إجبار اليهود على التقاط الأزبال). ,ما دام لي حُلُمُ اللِّقاءِ فإنَّني***أحيا بهِ ، مهما يطولُ فِراقُ
